Name,Platform,Location,Environment,Module,Description,Cores,Memory,Prov Total (GB),Used Total (GB),Prov,Used,Available (GB),Used (GB),Logs (GB),Cluster/Blade,,,,,,,,
nl-fldi-00572,Linux,DISC,Load1,Entitlements,Load1 - Entitlements - SF - Batch #1,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00573,Linux,DISC,Load1,Entitlements,Load1 - Entitlements - SF - Batch #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00574,Linux,DISC,Load2,Entitlements,Load2 - Entitlements - Batch - SF TC #1,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00575,Linux,DISC,Load2,Entitlements,Load2 - Entitlements - Batch - SF TC #2,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00599,Linux,DISC,INFRA,Shared,INFRA - Shared - Ganglia Trending System,2,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00603,Linux,DISC,INFRA,POC,INFRA - POC - Batch Processor (UC4v9),2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00604,Linux,DISC,Env4,xPass,Env4 - xPass - SOR Web Adm TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00605,Linux,DISC,Env4,xPass,Env4 - xPass - SOR Web Adm TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00606,Linux,DISC,Env4,xPass,Env4 - xPass - DAP Web Adm TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00607,Linux,DISC,Env4,xPass,Env4 - xPass - DAP Web Adm TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00608,Linux,DISC,Env4,GFF,Env4 - GFF - SOR TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00609,Linux,DISC,Env4,GFF,Env4 - GFF - SOR TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00610,Linux,DISC,Env4,GFF,Env4 - GFF - SOR Web Admin TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00611,Linux,DISC,Env4,GFF,Env4 - GFF - SOR Web Admin TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00616,Linux,DISC,Env1,xPass,Env1 - xPass - MIP TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00618,Linux,DISC,Env1,xPass,Env1 - xPass - SOR Web Admin TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00619,Linux,DISC,Env1,xPass,Env1 - xPass - SOR Web Admin TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00620,Linux,DISC,Env1,xPass,Env1 - xPass - DAP Web Admin TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00621,Linux,DISC,Env1,xPass,Env1 - xPass - DAP Web Admin TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00622,Linux,DISC,Env1,GFF,Env1 - GFF - SOR TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00623,Linux,DISC,Env1,GFF,Env1 - GFF - SOR TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00624,Linux,DISC,Env1,GFF,Env1 - GFF - SOR Web Admin TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00625,Linux,DISC,Env1,GFF,Env1 - GFF - SOR Web Admin TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00628,Linux,DISC,Env2,xPass,Env2 - xPass - SOR Web Admin TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00629,Linux,DISC,Env2,xPass,Env2 - xPass - SOR Web Admin TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00630,Linux,DISC,Env2,xPass,Env2 - xPass - DAP Web Admin TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00631,Linux,DISC,Env2,xPass,Env2 - xPass - DAP Web Admin TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00632,Linux,DISC,Env2,GFF,Env2 - GFF - SOR  TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00633,Linux,DISC,Env2,GFF,Env2 - GFF - SOR  TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00634,Linux,DISC,Env2,GFF,Env2 - GFF - SOR Web Admin TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00635,Linux,DISC,Env2,GFF,Env2 - GFF - SOR Web Admin TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00636,Linux,DISC,Env5,xPass,Env5 - xPass - MIP TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00637,Linux,DISC,Env5,xPass,Env5 - xPass - MIP TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00638,Linux,DISC,Env5,xPass,Env5 - xPass - SOR Web Adm TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00639,Linux,DISC,Env5,xPass,Env5 - xPass - SOR Web Adm TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00640,Linux,DISC,Env5,xPass,Env5 - xPass - DAP Web Adm TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00641,Linux,DISC,Env5,xPass,Env5 - xPass - DAP Web Adm TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00646,Linux,DISC,Load1,xPass,Load1 - xPass - SOR Web Adm TC #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00647,Linux,DISC,Load1,xPass,Load1 - xPass - SOR Web Adm TC #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00652,Linux,DISC,Load2,xPass,Load2 - xPass - SOR Web Adm TC #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00653,Linux,DISC,Load2,xPass,Load2 - xPass - SOR Web Adm TC #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00654,Linux,DISC,Load2,GFF,Load2 - GFF - SOR TC #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00655,Linux,DISC,Load2,GFF,Load2 - GFF - SOR Web Admin TC #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00656,Linux,DISC,Load2,GFF,Load2 - GFF - SOR Web Admin TC #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00657,Linux,DISC,Load2,GFF,Load2 - GFF - SOR TC #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00658,Linux,DISC,Dev1,Message Center,Dev1 - Message Center - Message Zone TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00659,Linux,DISC,Dev2,Message Center,Dev2 - Message Center - Message Zone,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00663,Linux,DISC,Dev1,OneView,Dev1 - OneView - Assembly Batch TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00664,Linux,DISC,Dev1,OneView,Dev1 - OneView - Packaging Batch TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00665,Linux,DISC,Dev2,OneView,Dev2 - OneView - Assembly Batch TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00666,Linux,DISC,Dev2,OneView,Dev2 - OneView - Packaging Batch TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00667,Linux,DISC,Dev3,OneView,Dev3 - OneView - Assembly Batch TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00668,Linux,DISC,Dev3,OneView,Dev3 - OneView - Packaging Batch TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00671,Linux,DISC,Dev4,OneView,Dev4 - OneView - Assembly Batch TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00672,Linux,DISC,Dev4,OneView,Dev4 - OneView - Packaging Batch TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00679,Linux,DISC,Env1,OneView,Env1 - OneView - Packaging Eventing TC #1,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00680,Linux,DISC,Env1,OneView,Env1 - OneView - Packaging Eventing TC #2,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00681,Linux,DISC,Env1,OneView,Env1 - OneView - Packaging Eventing TC #3,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00682,Linux,DISC,Env1,OneView,Env1 - OneView - Packaging Eventing TC #4,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00683,Linux,DISC,Env2,OneView,Env2 - OneView - Packaging Eventing TC #1,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00684,Linux,DISC,Env2,OneView,Env2 - OneView - Packaging Eventing TC #2,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00685,Linux,DISC,Env2,OneView,Env2 - OneView - Packaging Eventing TC #3,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00686,Linux,DISC,Env2,OneView,Env2 - OneView - Packaging Eventing TC #4,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00687,Linux,DISC,Env4,OneView,Env4 - OneView - Packaging Eventing TC #1,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00688,Linux,DISC,Env4,OneView,Env4 - OneView - Packaging Eventing TC #2,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00689,Linux,DISC,Env4,OneView,Env4 - OneView - Packaging Eventing TC #3,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00690,Linux,DISC,Env4,OneView,Env4 - OneView - Packaging Eventing TC #4,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00691,Linux,DISC,Env5,OneView,Env5 - OneView - Packaging Eventing TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00692,Linux,DISC,Env5,OneView,Env5 - OneView - Packaging Eventing TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00693,Linux,DISC,Env5,OneView,Env5 - OneView - Packaging Eventing TC #3,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00694,Linux,DISC,Env5,OneView,Env5 - OneView - Packaging Eventing TC #4,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00695,Linux,DISC,Load1,OneView,Load1 - OneView - Assembly Batch TC #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00696,Linux,DISC,Load1,OneView,Load1 - OneView - Assembly Batch TC #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00697,Linux,DISC,Load1,OneView,Load1 - OneView - Packaging Batch TC #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00698,Linux,DISC,Load1,OneView,Load1 - OneView - Packaging Batch TC #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00699,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging Eventing TC #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00700,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging Eventing TC #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00701,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging Eventing TC #03,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00702,Linux,DISC,Load2,OneView,Load2 - OneView - Packaging Eventing TC #04,8,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00703,Linux,DISC,Dev2,Shared,Dev2 - Shared - Jprobe NGE Architecture Sandbox Server,4,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00721,Linux,DISC,INFRA,QA,INFRA - QA - NGE QA TEM-TDM Service,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-QATOOLS,,,,,,,,
nl-fldi-00722,Linux,DISC,Env5,Entitlements,Env5 - Entitlements - Level-N TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00723,Linux,DISC,Env5,Entitlements,Env5 - Entitlements - Level-N TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00724,Linux,DISC,Env5,Entitlements,Env5 - Entitlements - Ticketing TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00725,Linux,DISC,Env5,Entitlements,Env5 - Entitlements - Ticketing TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00742,Linux,DISC,Load2,Media,Load2 - Media - MCBS Aspera #1,2,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCMEDIATEST,,,,,,,,
nl-fldi-00743,Linux,DISC,Load2,Media,Load2 - Media - MCBS Aspera #2,2,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCMEDIATEST,,,,,,,,
nl-fldi-00756,Linux,DISC,Load2,RTI,Load2 - RTI - Atom Server #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00757,Linux,DISC,Load2,RTI,Load2 - RTI - Atom Server #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00786,Linux,DISC,Dev3,Entitlements,Dev3 - Entitlements - Level-N TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00787,Linux,DISC,Dev3,Entitlements,Dev3 - Entitlements - SF - Batch TC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00797,Linux,DISC,Prod,Entitlements,Prod - Entitlements - Level-N TC #1,4,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00798,Linux,DISC,Prod,Entitlements,Prod - Entitlements - Level-N TC #2,4,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00799,Linux,DISC,Prod,Entitlements,Prod - Entitlements - Ticketing TC #01,4,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00800,Linux,DISC,Prod,Entitlements,Prod - Entitlements - Ticketing TC #02,4,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00801,Linux,DISC,Prod,Entitlements,Prod - Entitlements - Batch - SF TC #1,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00802,Linux,DISC,Prod,Entitlements,Prod - Entitlements - Batch - SF TC #2,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00803,Linux,DISC,Prod,Message Center,Prod - Message Center - CMR Drools,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00804,Linux,DISC,INFRA,Shared,INFRA - Shared - uDeploy Server #1,6,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00806,Linux,DISC,Dev1,RTI,Dev1 - RTI - AGC Development Magic Kingdom,4,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00809,Linux,DISC,Prod,Cast Apps,Prod - Cast Apps - Web TC #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00810,Linux,DISC,Prod,Cast Apps,Prod - Cast Apps - Web TC #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00811,Linux,DISC,Dev1,RTI,Dev1 - RTI - AGC Development Hollywood Studios,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00812,Linux,DISC,Dev1,RTI,Dev1 - RTI - AGC Development Epcot,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00813,Linux,DISC,Dev1,RTI,Dev1 - RTI - AGC Development Animal Kingdom,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00814,Linux,DISC,INFRA,Shared,INFRA - Shared - Mongo DB (supporting load testing),2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00815,Linux,DISC,Env2,xConnect,Env2 - xConnect - xbrc,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00816,Linux,DISC,Env2,xConnect,Env2 - xConnect - xbrc,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00817,Linux,DISC,Env2,xConnect,Env2 - xConnect - IDMS,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00818,Linux,DISC,Env2,xConnect,Env2 - xConnect - xbrms,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00819,Linux,DISC,Dev3,xPass,Dev3 - xPass - GXP Offerset Simulator Environment BATCH,1,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00820,Linux,DISC,INFRA,Shared,INFRA - Shared - CA Wily Introscope MOM,6,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00821,Linux,DISC,INFRA,Shared,INFRA - Shared - CA Wily Introsc,4,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00822,Linux,DISC,INFRA,Shared,INFRA - Shared - CA Wily Introsc,4,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00823,Linux,DISC,Env2,xConnect,Env2 - xConnect - xbrc,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00824,Linux,DISC,Env2,xConnect,Env2 - xConnect - xbrc FE,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00825,Linux,DISC,Dev4,xPass,Dev4 - xPass - Replacement for nl-fldi-00099x,8,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00826,Linux,DISC,Dev4,xPass,Dev4 - xPass - Replacement for nl-fldi-00099z,8,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00827,Linux,DISC,Load2,XBMS,Load2 - XBMS - Management TC #3,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00828,Linux,DISC,Load2,XBMS,Load2 - XBMS - Management TC #4,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00829,Linux,DISC,Env5,xConnect,Env5 - xConnect - BOG Ballroom Dining xBRC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00830,Linux,DISC,Env5,xConnect,Env5 - xConnect - BOG Castle Room Dining xBRC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00831,Linux,DISC,Env5,xConnect,Env5 - xConnect - BOG Long Range xBRC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00850,Linux,DISC,TEST,TEST,TEST - TEST - Steve Gum Test Machine,2,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00855,Linux,DISC,Env5,GFF,Env5 - GFF - BOG GFF SOR #1,8,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00856,Linux,DISC,Env5,GFF,Env5 - GFF - BOG GFF SOR #2,8,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00863,Linux,DISC,Load2,xPass,Load2 - xPass - GxP FP+ SOR Services #01,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00864,Linux,DISC,Load2,xPass,Load2 - xPass - GxP FP+ SOR Services #02,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00865,Linux,DISC,Load2,xPass,Load2 - xPass - GxP FP+ SOR Services #03,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00866,Linux,DISC,Load2,xPass,Load2 - xPass - GxP FP+ SOR Services #04,6,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00867,Linux,DISC,Load2,GFF,Load2 - GFF - SOR TC #1,4,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00868,Linux,DISC,Load2,GFF,Load2 - GFF - SOR TC #2,4,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00869,Linux,DISC,Prod,xConnect,Prod - xConnect - xBRMS,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00872,Linux,DISC,Prod,xPass,Prod - xPass - BOG GxP SOR #1,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00873,Linux,DISC,Prod,xPass,Prod - xPass - BOG GxP SOR #2,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00874,Linux,DISC,Prod,GFF,Prod - GFF - BOG GFF SOR #1,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-fldi-00875,Linux,DISC,Prod,GFF,Prod - GFF - BOG GFF SOR #2,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-fldi-00883,Linux,DISC,Env5,Media,Env5 - Media - MSL SOR TC #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCMEDIATEST,,,,,,,,
nl-fldi-00884,Linux,DISC,Env5,Media,Env5 - Media - MSL SOR TC #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCMEDIATEST,,,,,,,,
